title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
"SSE Cyber Intermediate Video Series - 4.0 Program Execution, Program Reviews and Technical Reviews","['dive', 'deeper', 'system', 'security', 'engineering', 'sse', 'activity', 'occur', 'within', 'wb', 'step', 'explain', 'workflow', 'process', 'navigated', 'stage', 'program']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
NAVAIR Model-Based Systems Engineering Overview: Systems Engineering Training for PMs and IPTs,"['foundational', 'review', 'mbse', 'impact', 'design', 'process', 'outstanding', 'overview', 'mbse', 'impact', 'functional', 'organization', 'understanding', 'modeling', 'assist', 'program', 'support', 'role', 'couple', 'chapter', 'pertain', 'specifically', 'navair', 'remaining', 'dedicated', 'mbse', 'dedicated', 'mbse', 'well', 'worth', 'time', 'complete']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Conveying Collection Requests Job Aid,"['pointer', 'assist', 'new', 'analyst', 'wording', 'request', 'collection']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Principles of Professional Ethics for the Intelligence Community,"['principle', 'professional', 'ethic', 'intelligence', 'community', 'serve', 'public facing', 'internally focused', 'purpose', 'reflect', 'core', 'value', 'common', 'element', 'intelligence', 'community', 'distinguish', 'officer', 'employee', 'ic', 'intelligence', 'professional']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Principles of Intelligence Transparency for the Intelligence Community ,"['principle', 'intelligence', 'transparency', 'intelligence', 'community', 'intended', 'facilitate', 'ic', 'decision', 'making', 'information', 'publicly', 'available', 'manner', 'enhances', 'public', 'understanding', 'intelligence', 'activity', 'continuing', 'protect', 'information', 'disclosure', 'would', 'harm', 'national', 'security']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DIA Style Manual,"['dia', 'style', 'manual']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
T-7A Red Hawk Digitally Connected,"['view', 'digital', 'engineering', 'assisted', 'second', 'part', 'test', 'phase', 'earlier', 'planned', 'digital', 'tool', 'identified', 'early', 'allow', 'resolution', 'implemented', 'thereby', 'mitigating', 'schedule', 'slip']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21X DT Outbrief Winter 2022 Video,"['af a4l', 'maj', 'gen', 'hurry', 'provides', 'outbrief', '21x', 'winter', 'dt', 'topic', 'covered', '21x', 'dt', 'include', 'overview', '21x', 'development', 'team', 'dt', 'representative', 'direct', 'feedback', 'process', 'timeline', 'special', 'program', 'speed aad', 'description', 'selection', 't prefix', 'instructor', 'selection', '20c0', 'deputy', 'group', 'command', 'vectoring', '21as', 'a4l', 'coaching', 'initiative', 'betterup']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21X DT Outbrief Winter 2022 Slides,"['21x', 'dt', 'outbrief', 'winter', '2022', 'slide', 'topic', 'include', 'dt', 'process', 'membership', 'direct', 'feedback', 'special', 'program', 'speed aad', 'selection', 't prefix', 'instructor', 'selection', 'betterup', 'coaching', '20c0', 'deputy', 'group', 'command', 'vectoring', '21as']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Monte-Carlo Simulations in MBSE,"['wksp0732', 'presentation', 'detail', 'example', 'organization', 'incorporate', 'monte carlo', 'simulation', 'descriptive', 'system', 'model', 'using', 'system', 'modeling', 'language', 'sysml', 'catia', 'magic', 'system', 'system', 'architecture', 'software']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"What is an Authoritative Source of Truth, ASoT?","['content', 'attempt', 'visually', 'depict', 'history', 'modernized', 'digital', 'data', 'developed', 'created', 'date', 'become', 'collaborative', 'secure', 'connected', 'trusted', 'source', 'current', 'system', 'life', 'cycle', 'data', 'accurate', 'data', 'using', 'innovative', 'method', 'employing', 'various', 'software', 'model', 'tool', 'cloud', 'source', 'transform', 'daf', 'policy', 'driven', 'integrated', 'digital', 'environment']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Model-Based Requests for Information,"['presentation', 'provides', 'quantifiable', 'strategy', 'based', 'research', 'afit', 'organization', 'utilize', 'descriptive', 'system', 'model', 'using', 'system', 'modeling', 'language', 'sysml', 'graphical', 'feature', 'enhance', 'communication', 'understanding', 'requesting', 'information', 'industry']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Networked Cooperative Autonomous Munitions Parallel Modeling,"['presentation', 'provides', 'thesis', 'research', 'use', 'parallel', 'modeling', 'effort', 'networked', 'cooperative', 'autonomous', 'munition', 'ncam', 'prioritize', 'wide', 'area', 'search', 'multiple', 'view', 'target', 'confirmation', 'descriptive', 'system', 'model', 'using', 'system', 'modeling', 'language', 'sysml', 'physics based', 'model', 'using', 'advanced', 'framework', 'simulation', 'integration', 'modeling', 'afsim']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Intro to SysML & Best Practice Opportunity  ,"['provides', 'foundational', 'knowledge', 'sysml', 'best', 'practice', 'opportunity', 'transforming', 'document', 'based', 'model', 'based', 'sysml', 'design', 'process', 'investigate', 'sysml', 'become', 'best', 'practice', 'tool', 'assist', 'system', 'requirement', 'validation', 'verification', 'tracking', 'ensure', 'capability', 'requestor', 'provider', 'fully', 'understand', 'concur', 'develop', 'field', 'designed', 'sysml', 'analytical', 'tool', 'mitigate', 'risk', 'early', 'throughout', 'development', 'process', 'life', 'cycle', 'operational', 'readiness', 'success']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OMG SysML Tutorial,"['slide', 'present', 'tutorial', 'system', 'modeling', 'language', 'sysml', 'provide', 'motivation', 'model based', 'system', 'engineering', 'se', 'approach', 'overview', 'sysml', 'diagram', 'language', 'concept', 'way', 'apply', 'sysml', 'part', 'model based', 'se', 'process', 'basic', 'consideration', 'transitioning', 'sysml', 'presented', 'sept', '2009', 'collaboration', 'incose', 'omg']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SysML Quick Reference Guide,"['provides', 'quick', 'glance', 'overview', 'system', 'modeling', 'language', 'sysml', 'nine', 'diagram', 'contained', 'within', 'language', 'graphic', 'description', 'utilized', 'assist', 'understanding', 'use', 'language', 'within', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SSE Cyber Intermediate Video Series - 4.2 System Engineering Technical Reviews - Post CDR,"['video', 'dive', 'little', 'deeper', 'setrs', 'corresponding', 'sse', 'system', 'security', 'engineering', 'activity', 'following', 'critical', 'design', 'review', 'cdr']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
The war in Ukraine tests how cyberattacks fit into rules for war crimes,"['ukraine', 'petition', 'international', 'criminal', 'court', 'investigate', 'cyberattacks', 'war', 'crime', 'cyber', 'attack', 'usually', 'tied', 'civilian', 'often', 'hard', 'locate', 'bring', 'someone', 'justice', 'law', 'logistics', 'among', 'country', 'continent', 'organization', 'get', 'extremely', 'convoluted', 'challenge', 'new', 'dod', 'bringing', 'someone', 'justice', 'another', 'country', 'extremely', 'hard', 'circumstance', 'financially', 'prohibitive']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A CFM Fireside Chat Slides - Winter DT & AAD Unmasking (Jan '23),"['first', '21a', 'cfm', 'fireside', 'chat', 'held', '12', 'january', '2023', 'topic', 'covered', 'include', 'overview', 'dt', 'process', '21a', 'winter', 'dt', 'dt', 'membership', 'process', 'special', 'program', 'speed aad', 't prefix', 'instructor', 'selection', 'direct', 'feedback', 'process', '20c0', 'deputy', 'group', 'command', 'hiring', 'career', 'field', 'health', 'a4l', 'coaching', 'initiative', 'betterup', 'advanced', 'academic', 'degree', 'unmasking', 'update', 'career', 'development', 'brief', 'narrative', 'career', 'field', 'release', 'process', 'cfetp', 'input', 'mytraining', 'strat', 'pause', 'expectation', 'ide sde', 'vectoring', 'also', 'covered', 'upcoming', 'event', 'like', '21a m', 'squadron', 'command', 'seminar', 'annual', '21x', 'leader', 'development', 'course', '21x', 'summer', 'dt', 'meeting', 'mxg', 'cc', 'course', 'aircraft', 'maintenance', 'leadership', 'summit', '21x', 'o 6', 'call', 'maj', 'gen', 'hurry']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21A CFM Fireside Chat Video - Winter DT & AAD Unmasking (Jan '23),"['col', 'maxwell', 'hosted', 'first', '21a', 'cfm', 'fireside', 'chat', '2023', '12', 'january', 'topic', 'covered', 'include', 'overview', 'dt', 'process', '21a', 'winter', 'dt', 'dt', 'membership', 'process', 'special', 'program', 'speed aad', 't prefix', 'instructor', 'selection', 'direct', 'feedback', 'process', '20c0', 'deputy', 'group', 'command', 'hiring', 'career', 'field', 'health', 'a4l', 'coaching', 'initiative', 'betterup', 'advanced', 'academic', 'degree', 'unmasking', 'update', 'career', 'development', 'brief', 'narrative', 'career', 'field', 'release', 'process', 'cfetp', 'input', 'mytraining', 'strat', 'pause', 'expectation', 'ide sde', 'vectoring', 'also', 'covered', 'upcoming', 'event', 'like', '21a m', 'squadron', 'command', 'seminar', 'annual', '21x', 'leader', 'development', 'course', '21x', 'summer', 'dt', 'meeting', 'mxg', 'cc', 'course', 'aircraft', 'maintenance', 'leadership', 'summit', '21x', 'o 6', 'call', 'maj', 'gen', 'hurry']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tradecraft: The Basics,"['downloadable', 'reference', 'introduce', 'basic', 'analytic', 'tradecraft', 'intelligence']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Intelligence Cycle,"['step by step', 'description', 'intelligence', 'cycle', 'used', 'guide', 'intelligence', 'process']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Sourcing,"['downloadable', 'reference', 'covering', 'importance', 'proper', 'sourcing', 'format', 'include', 'required', 'information']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Intelligence Question and Hypothesis Development,"['downloadable', 'walkthrough', 'first', 'step', 'analytic', 'process', 'lesson', 'cover', 'development', 'intelligence', 'question', 'formulate', 'hypothesis']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"NIS: Objectives, Roles, and Responsibilities","['downloadable', 'overview', '2019', 'national', 'intelligence', 'strategy', 'objective', 'contained', 'within']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Intelligence Communications,"['downloadable', 'module', 'writing', 'intelligence', 'appropriately', 'convey', 'analytic', 'finding']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Key Assumptions Check,"['downloadable', 'introduction', 'key', 'assumption', 'identify']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Introduction to the Analytic Worksheet,"['introduction', 'analytic', 'worksheet', 'instruction', 'use', 'aid', 'implementation', 'analytic', 'tradecraft', 'technique']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Intelligence Gaps,"['downloadable', 'explanation', 'intelligence', 'gap', 'impact', 'analytic', 'confidence']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ethics and Oversight,"['downloadable', 'overview', 'ethic', 'oversight', 'transparency', 'standard', 'guide', 'intelligence', 'community', 'institution', 'place', 'ensure', 'compliance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Generating an Assessment,"['go', 'hypothesis', 'preliminary', 'assessment', 'responds', 'intelligence', 'question']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
IC Foundational Acts and Executive Orders,"['downloadable', 'summary', 'act', 'executive', 'order', 'fundamental', 'development', 'evolution', 'united', 'state', 'intelligence', 'community']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DIAP,"['downloadable', 'introduction', 'purpose', 'function', 'defense', 'intelligence', 'analysis', 'program', 'diap']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Agencies of the IC,"['downloadable', 'overview', 'role', 'responsibility', '18', 'agency', 'make', 'united', 'state', 'intelligence', 'community']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Analysis of Alternatives,"['downloadable', 'guide', 'understanding', 'conducting', 'analysis', 'alternative', 'aoa']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Collection Requirements,"['downloadable', 'introduction', 'basic', 'formulating', 'collection', 'request']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Analysis of Competing Hypotheses (ACH),"['downloadable', 'explanation', 'guide', 'conducting', 'analysis', 'competing', 'hypothesis', 'ach']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cognition and Critical Thinking,"['downloadable', 'reference', 'critical', 'thinking', 'skill', 'bias', 'avoid']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Argument Maps,"['downloadable', 'tutorial', 'purpose', 'argument', 'map', 'construct']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Analytic Confidence,"['downloadable', 'introduction', 'three', 'level', 'analytic', 'confidence', 'determine', 'one', 'applies', 'work']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Life Cycle Sustainment Plan Outline V3.0 Perspective by HON Christopher J. Lowman, ASD(S)","['short', '5', 'minute', 'video', 'honorable', 'christopher', 'j', 'lowman', 'assistant', 'secretary', 'defense', 'sustainment', 'provides', 'perspective', 'recently', 'published', 'life', 'cycle', 'sustainment', 'plan', 'lcsp', 'outline', 'version', '3 0', 'mr', 'lowman', 'describes', 'lcsp', 'outline', 'support', 'national', 'defense', 'strategy', 'summarizes', 'changed', 'compared', 'previous', '2017', 'version', 'v2 0', 'identifies', 'expectation', 'lcsps', 'product', 'support', 'manager', 'author', 'maintain']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIR FORCE MATERIEL COMMAND STRATEGIC PLAN,"['strategic', 'plan', 'focus', 'afmc', 'talented', 'airman', 'collective', 'resource', 'around', 'clear', 'mission', 'vision', 'four', 'line', 'effort', 'loes', 'shown', 'figure', '1', 'airman', 'command', 'know', 'going', 'get', 'afmc', 'mission', 'vital', 'air', 'force', 'space', 'force', 'importantly', 'fit', 'overall', 'strategy', 'together', 'one', 'afmc', 'focus', 'delivering', 'integrated', 'capability', 'strengthening', 'team', 'revolutionizing', 'process']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Building Code for the Transformation of Acquisition & Sustainment,"['key', 'employing', 'digital', 'engineering', 'management', 'achieving', 'measure', 'authoritative', 'virtualization', 'automates', 'replaces', 'truncates', 'real world', 'activity', 'realize', 'game changing', 'agility', 'digital', 'acquisition', 'sustainment', 'deliver', 'program', 'warfighters', 'addition', 'also', 'realize', 'return', 'investment', 'roi', 'digital', 'transformation', 'effort']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OPREP 3B Rule 5E Update January 2023,"['effective', 'response', 'cyber', 'incident', 'requires', 'coordination', 'many', 'different', 'organization']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WKSP 0696 - Applied MBSE using SysML,"['workshop', 'introduce', 'three', 'pillar', 'mbse', 'method', 'language', 'tool', 'learn', 'create', 'use', 'system', 'model', 'implementing', 'object oriented', 'system', 'engineering', 'method', 'oosem', 'generate', 'descriptive', 'model', 'military', 'system', 'using', 'sysml', 'language', 'catia', 'magic', 'system', 'system', 'architect', 'formerly', 'cameo', 'system', 'modeler', 'tool', 'workshop', 'provides', 'hands on', 'experience', 'set', 'small', 'exercise', 'including', 'concept', 'refinement', 'definition', 'requirement', 'extraction analysis', 'trade', 'study', 'analysis', 'performance', 'modeling', 'impact', 'analysis', 'upon', 'completion', 'able', 'interpret', 'rudimentary', 'model', 'support', 'programmatic', 'decision', 'required', 'previous', 'experience', 'exposure', 'mbse', 'sysml', 'prior', 'attending']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Intelligence Cycle Video by Brian Urlacher,"['overview', 'six', 'step', 'intelligence', 'cycle', 'along', 'discussion', 'different', 'stage', 'interact']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Digital Acquisition Cost & Schedule Tool ConsiderationsPowerPoint Presentation,"['presented', 'digital', 'tool', 'positive', 'impact', 'support', 'cost', 'schedule', 'assessment', 'tool', 'also', 'provide', 'objective', 'evidence', 'what if', 'trade off', 'analysis', 'course', 'action', 'based', 'decision']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intelligence Analysis Skills: Countering Bias with Structured Analytic Techniques (SATs),"['discussion', '10', 'common', 'cognitive', 'trap', 'identified', 'intelligence', 'analyst', 'brief', 'introduction', 'structured', 'analytic', 'technique', 'help', 'counter', 'cognitive', 'trap']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Analysis of Competing Hypotheses - An  Example,"['review', 'ach', 'method', 'illustrates', 'use', 'simple', 'case', 'demonstrates', 'construction', 'matrix', 'evaluating', 'hypothesis', 'data', 'example', 'also', 'demonstrates', 'dialogue', 'hypothesis', 'data', 'analyst', 'occurs', 'matrix', 'refined']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Survival Heuristics: My Favorite Techniques for Avoiding Intelligence Traps - SANS CTI Summit 2018,"['32 year', 'plus', 'career', 'intelligence', 'community', 'carmen', 'medina', 'made', 'many', 'different', 'type', 'intelligence', 'mistake', 'suffered', 'consequence', 'faulty', 'thinking', 'along', 'way', 'learned', 'thing', 'two', 'eager', 'share', 'learning', 'intelligence', 'professional', 'entertaining', 'practical', 'talk', 'share', 'favorite', 'shortcut', 'intelligence', 'process', 'hack', 'help', 'analyst', 'think', 'better', 'communicate', 'finding', 'effectively', 'client', 'carmen', 'medina', 'retired', 'cia', 'author', 'rebel', 'work', 'handbook', 'leading', 'change', 'within']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acquisition Transformation:  Digital Awareness and Overview,"['knowledge', 'assessment', 'question', 'based', 'completion', 'acquisition', 'transformation', 'awareness', 'overview', 'content', 'note', 'please', 'enter', 'presentation', 'mode', 'complete', 'assessment']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBSE System Model Validation - Slides,"['based', 'research', 'focus', 'm', 'thesis', 'capt', 'james', 'winton', 'afit', 'advisor', 'dr', 'john', 'colombi', 'research', 'objective', 'identify', 'digital', 'engineering', 'method', 'process', 'tool', 'and or', 'modeling', 'elements conventions', 'support', 'engineering', 'analysis', 'modification', 'sustainment', 'decision', 'f 16', 'program', 'government', 'know', 'digital', 'engineering mbse', 'system', 'model', 'produced', 'contractor', 'good', 'useful', 'valid']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MBSE System Model Validation - Video,"['based', 'research', 'focus', 'm', 'thesis', 'capt', 'james', 'winton', 'afit', 'advisor', 'dr', 'john', 'colombi', 'research', 'objective', 'identify', 'digital', 'engineering', 'method', 'process', 'tool', 'and or', 'modeling', 'elements conventions', 'support', 'engineering', 'analysis', 'modification', 'sustainment', 'decision', 'f 16', 'program', 'government', 'know', 'digital', 'engineering mbse', 'system', 'model', 'produced', 'contractor', 'good', 'useful', 'valid']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IS MBSE READY FOR DIGITAL ENG. DESIGN REVIEWS? A Video Discussion...,"['digital', 'engineering', 'information', 'sharing', 'communication', 'discussion', 'ready', 'able', 'today', '12', '2022']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Digital Engineering Tactical Forum 2/16/23,"['meeting', 'people', 'industry', 'show', 'best', 'practice', 'lesson', 'learned', 'good', 'idea', 'speakers topics', 'dr', 'maged', 'elaasar', 'semantic', 'technology', 'application', 'digital', 'transformation', 'using', 'opencaesar', 'daniel', 'hettema', 'digital', 'engineering', 'new', 'normal', 'digital', 'engineering', 'body', 'knowledge', 'debok', 'http', 'www de bok org', 'robbie', 'robertson', 'briefing', 'demo', 'system', 'system', 'digital', 'twin', 'tool']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SSE Cyber Intermediate Video Series - 1.6 Create LCCE & CARD,"['discus', 'role', 'financial', 'management', 'fm', 'office', 'play', 'determining', 'cost', 'associated', 'achieving', 'sse', 'requirement', 'step', 'sse', 'cyber', 'workflow', 'process', 'program', 'financial', 'management', 'office', 'create', 'update', 'program', 'life', 'cycle', 'cost', 'estimate', 'lcce', 'cost', 'analysis', 'requirement', 'description', 'card']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 5.1 Interim Authority to Test / Authority to Operate,"['brief', 'video', 'going', 'talk', 'wb', '5 1', 'interim', 'authorization', 'test', 'iatt', 'authorization', 'operate', 'ato', 'relates', 'verification', 'validation']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"SSE Cyber Intermediate Video Series - 5.2 & 5.3 DT&E, OT&E, & Test Reports","['video', 'discus', 'activity', 'associated', 'dt', 'e', 'ot', 'e', 'respectively']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 6.0 Operation and Support,"['brief', 'video', 'discus', 'wb', '6 0', 'outline', 'step', 'taken', 'operation', 'support', 'phase']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Python DS Learning Path Step1 Task1 ,"['introduction', 'fundamental', 'data', 'science', 'learning', 'path', 'python', 'd', 'learning', 'path', 'step1', 'task1', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step1 Task2,"['identify', 'different', 'stage', 'data', 'science', 'workflow', 'generate', 'new', 'goal', 'project', 'stakeholder', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step1 Task3,"['file', 'show', 'ask', 'smart', 'question', 'help', 'develop', 'goal', 'data', 'science', 'project', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step2 Task1 - Anaconda Installation Instructions (text),"['follow', 'instruction', 'download', 'install', 'anaconda', 'computer', 'admin', 'right', 'required', 'instruction', 'current', 'cao', '8', 'mar', '2022', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step2 Task4 - Curiosity Points,"['curiosity', 'point', 'earn', 'learning', 'path', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step2 Task3 - Library File,"['video', 'showing', 'use', 'library', 'file', 'reminder', 'download', 'python', 'file', 'associated', 'learning', 'path', 'http', 'www milsuite mil book thread 276890', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step3 Task1 - Numpy Fundamentals,"['video', 'providing', 'introduction', 'numpy', 'package', 'python', 'index', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step3 Task2 - Pandas Fundamentals Part 1,"['part', '1', 'video', 'panda', 'package', 'python', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step3 Task3 - Pandas Fundamentals 2,"['part', '2', 'video', 'fundamental', 'panda', 'package', 'python', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step3 Task4 - Pandas Advanced Part1,"['part', '1', 'advanced', 'panda', 'function', 'python', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step3 Task5 - Pandas Advanced Part2,"['part', '2', 'video', 'advanced', 'panda', 'function', 'python', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task1 - Intro to Plots in Python,"['video', 'introducing', 'plot', 'python', 'data', 'science', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task2 - Matplotlib Part1,"['part1', 'video', 'use', 'matplotlib', 'library', 'python', 'plot', 'data', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task3 - Matplotlib Part 2,"['part', '2', 'video', 'use', 'matplotlib', 'library', 'python', 'plot', 'data', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task4 - Seaborn Part1,"['part', '1', 'video', 'use', 'seaborn', 'package', 'python', 'plot', 'data', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task5 - Seaborn Part2,"['part', '2', 'video', 'use', 'seaborn', 'package', 'python', 'plot', 'data', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step4 Task6 - Advanced Plotting in Python,"['video', 'introducing', '2', 'advanced', 'plotting', 'method', 'data', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step5 Task1 - Prepare and Plan,"['describes', 'prepare', 'plan', 'phase', 'data', 'science', 'worflow', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step5 Task2 - Process Lecture,"['lecture', 'video', 'process', 'step', 'data', 'science', 'workflow', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
